instance obj time nodes cuts rlx time gap
00-A-test_n4 1500.0 0.04189157485961914 3 0 1500.0 0.012706279754638672 0.0
00-A-test_n5 1750.0 0.0 0 0 1750.0 0.012986898422241211 0.0
00-A-test_n6 1812.5 0.08616304397583008 12 0 1812.4999999999998 0.034098148345947266 1.2544754507212803e-14
00-A-test_n7 1937.5000000000005 0.227003812789917 194 0 1917.3519736842104 0.057559967041015625 1.039898132427873
00-A-test_n8 2125.000000000001 0.780102014541626 7754 0 2046.875 0.09864592552185059 3.6764705882353352
00-A-test_n9 2328.125 10.679794311523438 95432 0 2273.4375 0.1798415184020996 2.348993288590604
01-Primates12_n10 0.1220392765625 20.169092893600464 113047 0 0.1047144104716128 0.2785799503326416 14.19613961904683
01-Primates12_n11 0.1625166890625 196.8134684562683 668822 0 0.1406404234793252 0.3966693878173828 13.46093481806149
02-M17_n10 0.10266960375 7.151732683181763 25587 0 0.09984613351703728 0.35451507568359375 2.7500546703558566
02-M17_n11 0.127555206875 73.61407399177551 221258 0 0.12183903207594204 0.33850884437561035 4.481333956566443
03-M18_n10 0.18587019062500001 9.942261457443237 36114 0 0.17381952975921958 0.2215745449066162 6.483374674152614
03-M18_n11 0.1938194203125 108.78435158729553 327568 0 0.18101686394590702 0.39726710319519043 6.605404322204186
04-SeedPlant500_n10 0.08931403296875001 10.191796779632568 50184 0 0.07793261944537076 0.23790240287780762 12.743141413579968
04-SeedPlant500_n11 0.10070804234374997 26.547497749328613 75547 0 0.08471434558680774 0.3660273551940918 15.881250776725892
05-M43_n10 0.102558558125 17.99230456352234 67279 0 0.09824433823091006 0.303433895111084 4.206591797860213
05-M43_n11 0.102188571125 276.74800276756287 839243 0 0.09259447742482568 0.35811471939086914 9.388617136488334
06-M62_n10 0.160035371875 23.19853973388672 116222 0 0.1483987970942166 0.36813926696777344 7.271251751689282
06-M62_n11 0.17110586249999998 399.2998991012573 1344236 0 0.15942087867721955 0.3180389404296875 6.829096123331507
07-RbcL55_n10 0.14890873718749997 14.123924732208252 71148 0 0.14326263857794957 0.22237563133239746 3.791650319645821
07-RbcL55_n11 0.16047104398437498 118.67862224578857 399266 0 0.1538708860887218 0.38061022758483887 4.112989939976861
08-Rana64_n10 0.04025720484375003 22.74420976638794 94313 0 0.03363911164360117 0.25373387336730957 16.439524864767968
08-Rana64_n11 0.042559583437500034 196.3643937110901 591426 0 0.035974945586904276 0.3384377956390381 15.471574951539381
09-M82_n10 0.051924106875 25.830976009368896 107598 0 0.04831121004347915 0.3734731674194336 6.958033655192938
09-M82_n11 0.051974342500000006 771.9429082870483 2405358 0 0.047909372080573116 0.3219437599182129 7.821109847473086
